date,code,side,entry,exit,entry_ts,exit_ts,entry_z,exit_z,pnl
2025-04-01,57060,1,4327.0,4334.0,2025-04-01 10:04:00,2025-04-01 10:06:00,-1.564078769091622,-0.0328422031825603,1.644187141965482e-05
2025-04-01,57060,1,4326.0,4335.0,2025-04-01 10:13:00,2025-04-01 10:16:00,-1.6350207877851088,0.236372241154592,0.00047828270163814885
2025-04-01,57060,-1,4342.0,4337.0,2025-04-01 10:22:00,2025-04-01 10:35:00,1.545620710549201,0.2023887669132772,-0.0004477933971291125
2025-04-01,57060,-1,4351.0,4335.0,2025-04-01 10:45:00,2025-04-01 10:57:00,2.105976881213838,-0.26191917886801624,0.0020840935060378787
2025-04-01,57060,1,4324.0,4321.0,2025-04-01 11:03:00,2025-04-01 14:26:00,-1.6221270995855734,-0.244244743394438,-0.0022940428271657717
2025-04-01,57060,1,4311.0,4300.0,2025-04-01 14:31:00,2025-04-01 15:24:00,,,-0.004154873065480856
2025-04-02,57060,1,4246.0,4265.0,2025-04-02 10:00:00,2025-04-02 10:28:00,-4.026591709403148,0.028289904071325183,0.0028648176625779825
2025-04-02,57060,1,4258.0,4265.0,2025-04-02 11:20:00,2025-04-02 11:29:00,-1.7648782032920585,-0.0003989453465664838,4.2614472354756284e-05
2025-04-02,57060,-1,4271.0,4266.0,2025-04-02 12:31:00,2025-04-02 12:34:00,1.5584135463406767,0.21440185387886798,-0.0004286281898294075
2025-04-02,57060,-1,4272.0,4265.0,2025-04-02 12:53:00,2025-04-02 13:13:00,1.6966536022187182,-0.13963007076364717,3.992071425129259e-05
2025-04-02,57060,-1,4269.0,4266.0,2025-04-02 13:29:00,2025-04-02 13:45:00,1.8645454393476288,0.24439992518320344,-0.0008970122733337711
2025-04-02,57060,1,4261.0,4266.0,2025-04-02 13:56:00,2025-04-02 14:44:00,-1.6981741722899333,-0.021725600849171408,-0.00042725446861613305
2025-04-02,57060,1,4256.0,4263.0,2025-04-02 14:53:00,2025-04-02 15:24:00,-2.0598240725212116,-0.2873180749493301,4.3385743730063164e-05
2025-04-03,57060,-1,4034.0,4019.0,2025-04-03 10:09:00,2025-04-03 10:34:00,1.660350560992007,-0.12140833607655739,0.002125324064955918
