date,code,side,entry,exit,entry_ts,exit_ts,entry_z,exit_z,pnl
2025-04-01,50160,1,884.0,895.0,2025-04-01 10:00:00,2025-04-01 10:41:00,-6.996539795880093,-0.17128511262422746,0.01076665563721189
2025-04-01,50160,1,891.0,864.0,2025-04-01 10:59:00,2025-04-01 15:24:00,,,-0.03237165866675366
2025-04-02,50160,-1,856.0,852.0,2025-04-02 10:14:00,2025-04-02 10:48:00,1.5502458151404332,-0.22117197563977456,0.0030838493124263145
2025-04-02,50160,1,850.0,863.0,2025-04-02 12:31:00,2025-04-02 15:24:00,,,0.013578341599065883
2025-04-03,50160,-1,849.0,838.0,2025-04-03 10:00:00,2025-04-03 10:40:00,3.1854132170258347,0.26043423892527057,0.011441085829264256
2025-04-03,50160,-1,842.0,838.0,2025-04-03 10:45:00,2025-04-03 12:37:00,1.9024955601485691,0.18119830710013432,0.0031619137602437028
2025-04-03,50160,-1,842.0,838.0,2025-04-03 13:07:00,2025-04-03 15:00:00,1.9306203167167253,-0.12339580682546261,0.0031619137602437028
2025-04-03,50160,-1,842.0,839.0,2025-04-03 15:06:00,2025-04-03 15:24:00,,,0.0019693077751205615
2025-04-04,50160,1,811.0,820.0,2025-04-04 10:00:00,2025-04-04 10:21:00,-2.057061590690588,0.09940021720691529,0.009436286142885858
2025-04-04,50160,1,813.0,798.0,2025-04-04 10:26:00,2025-04-04 15:02:00,-1.7690462724359484,-0.2610618013950365,-0.0202225120980018
2025-04-07,50160,1,677.0,689.0,2025-04-07 10:29:00,2025-04-07 10:52:00,-2.3627519685077996,0.18635971416566777,0.015969998101383484
2025-04-07,50160,-1,696.0,690.0,2025-04-07 10:55:00,2025-04-07 11:07:00,1.5469548646229754,0.21412953319202133,0.007058062743114542
2025-04-07,50160,1,678.0,652.0,2025-04-07 11:23:00,2025-04-07 15:24:00,,,-0.0407027260137426
2025-04-09,50160,-1,742.0,742.0,2025-04-09 10:15:00,2025-04-09 12:37:00,1.5570584522385982,0.2900024632549173,-0.0016
2025-04-09,50160,-1,749.0,741.0,2025-04-09 12:47:00,2025-04-09 13:06:00,1.5330198536898219,0.004313868901335218,0.009138358221132608
2025-04-09,50160,1,733.0,740.0,2025-04-09 13:19:00,2025-04-09 13:48:00,-1.8073251861271096,0.10383932521926863,0.00790448431156398
2025-04-09,50160,-1,742.0,740.0,2025-04-09 14:40:00,2025-04-09 14:56:00,1.7660767268438653,0.24949110461372412,0.001099056969165058
2025-04-09,50160,-1,743.0,742.0,2025-04-09 14:57:00,2025-04-09 15:24:00,,,-0.0002531984496212613
2025-04-10,50160,1,812.0,820.0,2025-04-10 10:15:00,2025-04-10 10:52:00,-1.6821019219472941,-0.2333654849144468,0.008204000096620834
2025-04-10,50160,-1,825.0,822.0,2025-04-10 11:16:00,2025-04-10 13:28:00,2.1118639848268077,0.005976423807155837,0.002042991278501092
2025-04-10,50160,-1,827.0,830.0,2025-04-10 13:39:00,2025-04-10 15:24:00,,,-0.005221005766952362
2025-04-11,50160,-1,824.0,819.0,2025-04-11 10:23:00,2025-04-11 10:27:00,1.581184963107031,0.03559389355320182,0.004486446056402328
2025-04-11,50160,-1,823.0,819.0,2025-04-11 10:34:00,2025-04-11 11:03:00,1.747400379983558,-0.0795152599463406,0.003272116824000429
2025-04-11,50160,1,817.0,819.0,2025-04-11 11:05:00,2025-04-11 11:11:00,-1.5355485833795723,-0.03273608299749567,0.0008449889930664397
2025-04-11,50160,-1,822.0,822.0,2025-04-11 11:19:00,2025-04-11 12:57:00,1.8005678406651289,0.0685403736571474,-0.0016
2025-04-11,50160,-1,829.0,846.0,2025-04-11 13:14:00,2025-04-11 15:24:00,,,-0.021899204470928375
2025-04-14,50160,1,849.0,851.0,2025-04-14 10:00:00,2025-04-14 12:32:00,-1.9445041614161056,0.22311907384734433,0.0007529422620268357
2025-04-14,50160,1,848.0,837.0,2025-04-14 12:54:00,2025-04-14 15:24:00,,,-0.014656565302427736
2025-04-15,50160,-1,849.0,847.0,2025-04-15 10:30:00,2025-04-15 10:32:00,2.497096636918477,-0.18505625128860662,0.0007584916592929395
2025-04-15,50160,1,846.0,845.0,2025-04-15 10:33:00,2025-04-15 12:46:00,-1.536130176589999,0.038456587487360326,-0.0027827322490493788
2025-04-15,50160,1,843.0,829.0,2025-04-15 13:01:00,2025-04-15 15:24:00,,,-0.01834680286656043
2025-04-16,50160,-1,825.0,822.0,2025-04-16 10:02:00,2025-04-16 10:57:00,1.6573597666206692,0.26555380116635796,0.002042991278501092
2025-04-16,50160,-1,824.0,823.0,2025-04-16 11:14:00,2025-04-16 14:31:00,1.55190081418314,-0.29729031867160927,-0.0003856707675980579
